Title,Year,Medium,Genetic Topic/Issue,Organism affected,Mutant is monster?,Who is doing the manipulation?,technique mentioned,Accuracy,Centrality of genetics,Theme,Attitude,Genre
Strong Medicine (The Real World Rittenhouse),2004,TV Ep,"Sex, Eugenics",human,No,Medical,IVF,high,peripheral,"Adoption/NonBioParent, Autonomy, Race, Medicine/neg, SexGender, LGBTQIA",negative,Drama
Strong Medicine (The Y Factor),2005,TV Ep,"DNAtoID, GeneDisease, GeneScreen",human,No,Medical,NA,high,central,"SexGender, Medicine/pos",mixed,Drama
Supergirl (Bizzaro),2016,TV Ep,"GeneEngHu, Cloning, DataPrivacy",human,Yes,Corporation,NA,low,peripheral,"Adoption/NonBioParent, Bioethics, Posthumanism, NatureVNurture, Autonomy",negative,"Action,Adventure,Drama"
Supergirl (Blood Memory),2019,TV Ep,"Mutation, GeneDisease, Cloning",human,Mixed,"Corporation, Private",radiation,low,peripheral,"Posthumanism, LGBTQIA, Genealogy, Monsters, Vulnerability",mixed,"Action,Adventure,Drama"
Supergirl (Fear Knot),2021,TV Ep,"DNAtoID, DataPrivacy",NA,NA,Corporation,NA,low,peripheral,Posthumanism,positive,"Action,Adventure,Drama"
Supergirl (For Good),2018,TV Ep,GeneEngHu,human,Yes,Government,NA,low,peripheral,Posthumanism,negative,"Action,Adventure,Drama"
Supergirl (Lost Souls),2021,TV Ep,DNAtoID,NA,NA,Corporation,NA,low,peripheral,"Sacrifice, Posthumanism",positive,"Action,Adventure,Drama"
Supergirl (Will the Real Miss Tessmacher Please Stand Up?),2019,TV Ep,Cloning,human,Yes,Corporation,NA,low,peripheral,"Adoption/NonBioParent, SexGender, NatureVNurture, Posthumanism",negative,"Action,Adventure,Drama"
Superman: Doomsday,2007,Film,"Biobank, BioWar/Terror, GeneEngHu, Cloning",human,Mixed,Private,NA,low,peripheral,"Exploitation, Galatea, Monsters, NatureVNurture, Sacrifice, SciCold",mixed,"Action,Adventure,Animation"
Supernatural (Dream a Little Dream of Me),2008,TV Ep,"DNAtoID, DataPrivacy",NA,NA,Private,NA,low,peripheral,"Vulnerability, Medicine/neg, Autonomy",negative,"Drama,Fantasy,Horror"
Supernatural (Metamorphosis),2008,TV Ep,"GeneDisease, Essentialism",human,Yes,NA,NA,low,peripheral,"Monsters, Genealogy, NatureVNurture",negative,"Drama,Fantasy,Horror"
Supernatural (Slash Fiction),2011,TV Ep,DataPrivacy,human,Yes,Private,NA,low,peripheral,"Individualism, Monsters, Autonomy",negative,"Drama,Fantasy,Horror"
Supernatural (The Curious Case of Dean Winchester),2009,TV Ep,"DNAtoID, DataPrivacy",NA,NA,"Governent, Private",NA,mid,peripheral,"Mortality, Sacrifice",positive,"Drama,Fantasy,Horror"
Supernatural (The Slice Girls),2012,TV Ep,"DNAtoID, Forensics",NA,NA,Government,NA,mid,peripheral,"Monsters, Forensics",positive,"Drama,Fantasy,Horror"
Swamp Thing,1982,Film,"Chimera/TransGen, Mutation, GMOs","human, animal, plant",Mixed,Academic,recombinant DNA,mid,peripheral,"Monsters, SciDedicated, Posthumanism",mixed,"Horror,Sci-Fi"
Swan Song,2021,Film,"GeneEngHu, Cloning, GeneDisease",human,No,Medical,NA,low,peripheral,"Individualism, Sacrifice, Mortality",mixed,"Drama,Romance,Sci-Fi"
Tail Sting,2001,Film,GMOs,animal,Yes,Academic,NA,low,peripheral,Monsters,negative,"Action,Adventure,Horror"
Tank Girl,1995,Film,"GeneEngHu, Chimera/TransGen",human,No,Private,NA,low,peripheral,"Posthumanism, SexGender, Sacrifice, Interdependence",mixed,"Action,Comedy,Sci-Fi"
Teenage Mutant Ninja Turtles,2014,Film,"Mutation, BioWar/Terror","animal, microbe",Mixed,Corporation,NA,low,peripheral,"Adoption/NonBioParent, Childhood, Exploitation, Bioethics, Sacrifice",mixed,"Action,Adventure,Comedy"
Teenage Mutant Ninja Turtles,1990,Film,Mutation,animal,No,Corporation,NA,low,peripheral,"Adoption/NonBioParent, Childhood, Exploitation",positive,"Action,Adventure,Comedy"
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991,Film,"Mutation, Conservation, BioWar/Terror","animal, plant, human",Mixed,Corporation,NA,low,peripheral,"Adoption/NonBioParent, Childhood, Exploitation, Bioethics, Monsters",mixed,"Action,Adventure,Comedy"
Teenage Mutant Ninja Turtles: Mutant Mayhem,2023,Film,"Mutation, BioWar/Terror, Chimera/TransGen",animal,Mixed,"Corporation, Private",NA,low,central,"Adoption/NonBioParent, Childhood, Discrmination, Exploitation, Galatea, Monsters, SciCold",mixed,"Action,Adventure,Animation"
Teenage Mutatn Ninja Turtles: Out of the Shadows,2016,Film,"Mutation, BioWar/Terror",human,Mixed,Private,NA,low,peripheral,"Bioethics, Discrimination, Monsters, SciMad",mixed,"Action,Adventure,Comedy"
Teknolust,2002,Film,"DataPrivacy, Cloning, BioWar/Terror, Biobank",human,Mixed,Academic,NA,low,peripheral,"Posthumanism, SexGender, Galatea",negative,"Comedy,Drama,Romance"
Terminal Justice,1996,Film,"Cloning, DataPrivacy",human,No,Corporation,NA,low,peripheral,"Autonomy, Exploitation, SexGender, Forensics",negative,"Action,Sci-Fi,Thriller"
Terra Formars,2016,Film,"Mutation, Evolution, BioWar/Terror, Chimera/TransGen","human, animal",Mixed,"Accident, Government",radiation,low,peripheral,"Monsters, Posthumanism, Sacrifice",mixed,"Action,Horror,Sci-Fi"
Terror from the Year 5000,1958,Film,"Mutation, Conservation","human, animal",Yes,Academic,radiation,low,peripheral,"Prometheus, Posthumanism, SciMad",negative,Sci-Fi
Them!,1954,Film,"Mutation, GMOs",animal,Yes,Accident,radiation,low,peripheral,"Childhood, Monsters, SciDedicated",negative,"Horror,Sci-Fi"
They Cloned Tyrone,2023,Film,"Cloning, Eugenics, GeneTherapy",human,No,Corporation,NA,low,peripheral,"Autonomy, Bioethics, Discrimination, Exploitation, Forensics, Race, SciNazi",negative,"Comedy,Mystery,Sci-Fi"
"Third Twin, The",1997,TV Movie,"Essentialism, Biobank, GeneScreen, GeneDisease, DNAtoID, Cloning",human,No,"Corporation, Academic",NA,low,central,"SexGender, NatureVNurture, Forensics, Bioethics",mixed,Thriller
"Time Machine, The",2002,Film,Evolution,human,Mixed,Accident,NA,low,central,"Exploitation, Monsters, Posthumanism, Race, SciDedicated, SexGender",negative,"Action,Adventure,Sci-Fi"
"Time Machine, The",1960,Film,Evolution,human,Mixed,Accident,NA,mid,central,"Exploitation, Monsters, Posthumanism, Race, SciDedicated",negative,"Adventure,Romance,Sci-Fi"
"Time Machine, The",1978,TV Movie,Evolution,human,Mixed,Accident,NA,mid,central,"Exploitation, Monsters, Posthumanism, Race, SciDedicated, SciCold",negative,"Adventure,Sci-Fi"
"Time Traveler's Wife, The",2009,Film,GeneDisease,human,No,NA,NA,low,peripheral,"Childhood, Disability, Genealogy, SexGender, Medicine/pos, Mortality, Vulnerability",mixed,"Comedy,Drama,Fantasy"
Tintin and the Blue Oranges,1964,Film,"WorldHunger, GMOs, Mutation",plant,No,Academic,"radiation, selective breeding",mid,central,"SciDedicated, Forensics",positive,"Adventure,Comedy,Crime"
Tiny Toon Adventures (Hare-Raising Night),1990,TV Ep,"Chimera/TransGen, GMOs",animal,Yes,Private,NA,low,peripheral,"Monsters, SciMad, Autonomy, Prometheus",negative,"Animation,Adventure,Comedy"
Tiptoes,2003,Film,GeneDisease,human,No,NA,NA,low,central,"Discrimination, Genealogy, Disability, Adoption/NonBioParent, SexGender",mixed,"Comedy,Drama,Romance"
"Titan, The",2018,Film,"GeneEngHu, Chimera/TransGen, WorldHunger, Conservation",human,Mixed,"Government, Academic",NA,mid,peripheral,"Bioethics, Posthumanism, Prometheus, Monsters, SciNazi",negative,"Drama,Mystery,Romance"
Tokyo Gore Police,2008,Film,"Mutation, GeneEngHu, Chimera/TransGen",human,Mixed,Private,NA,low,peripheral,SciMad,negative,"Action,Comedy,Horror"
Tomorrow's Children,1934,Film,"Eugenics, Essentialism",NA,NA,Government,NA,low,central,"Adoption/NonBioParent, Discrimination, Medicine/neg, Genealogy, NatureVNurture, Autonomy",negative,Drama
"Torchwood (Kiss Kiss, Bang Bang)",2008,TV Ep,DNAtoID,NA,NA,Private,NA,low,peripheral,"Exploitation, Mortality",negative,"Action,Drama,Mystery"
Torchwood (Reset),2008,TV Ep,"GeneTherapy, Mutation",human,No,Medical,radiation,low,peripheral,"Medicine/neg, Sacrifice",negative,"Action,Drama,Mystery"
Total Recall 2070 (Allure),1999,TV Ep,"GeneEngHu, DNAtoID, GeneTherapy",human,Mixed,"Private, Government",NA,low,peripheral,"Forensics, SexGender",mixed,"Action,Drama,Mystery"
Total Recall 2070 (Baby Lottery),1999,TV Ep,"GeneScreen, Essentialism, Mutation, Biobank",human,No,"Corporation, Accident",NA,mid,central,"NatureVNurture, Forensics, Bioethics",negative,"Action,Drama,Mystery"
Total Recall 2070 (First Wave),1999,TV Ep,"GeneEngHu, DNAtoID, Eugenics",human,Yes,"Private, Government",NA,low,peripheral,"Forensics, Childhood",negative,"Action,Drama,Mystery"
Total Recall 2070 (Self-Inflicted),1999,TV Ep,"GMOs, Mutation","human, microbe",Mixed,"Corporation, Accident",NA,low,peripheral,"Forensics, Medicine/neg",mixed,"Action,Drama,Mystery"
Totally Spies (Starstruck),2003,TV Ep,"DNAtoID, Forensics",NA,NA,Government,NA,low,peripheral,Forensics,positive,"Action,Adventure,Animation"
Travelers (11:27),2017,TV Ep,"GMOs, Conservation, Monoculture",plant,Yes,Corporation,NA,mid,peripheral,"Sacrifice, SexGender, Medicine/pos",negative,"Drama,Mystery,Sci-Fi"
Trog,1970,Film,"Evolution, Essentialism",human,Mixed,NA,NA,low,central,"SciDedicated, Monsters, SexGender, Prometheus",mixed,"Horror,Sci-Fi"
"Twilight of the Golds, The",1997,TV Movie,"GeneScreen, Essentialism",human,No,NA,"gay gene, HGP",mid,central,"Discrimination, LGBTQIA, NatureVNurture",negative,"Horror,Sci-Fi"
"Twilight People, The",1972,Film,"Chimera/TransGen, Eugenics, GeneEngHuOrganHarvest",human,Yes,Private,NA,low,central,"Monsters, Exploitation, Prometheus, SciNazi, Posthumanism",negative,"Adventure,Horror,Sci-Fi"
Twins,1988,Film,"Essentialism, GeneEngHu, DataPrivacy",human,No,Academic,NA,low,central,"SexGender, Individualism, Adoption/NonBioParent, NatureVNurture, SciCold",mixed,"Comedy,Crime"
Two and a Half Men (Frodo's Headshots),2011,TV Ep,DNAtoID,human,NA,Private,paternity test,low,peripheral,"Adoption/NonBioParent, Medicine/pos, Childhood",negative,"Comedy,Romance"
"Unborn, The",1991,Film,"Sex, GeneScreen, GeneEngHu",human,Yes,Medical,"IVF, HGP, amniocentesis",mid,peripheral,"Medicine/neg, LGBTQIA, Autonomy, SexGender, Posthumanism, SciMad",negative,"Drama,Horror,Sci-Fi"
Underdog,2007,Film,"Mutation, GMOs, DataPrivacy",animal,Mixed,Academic,chemical modification of DNA,low,peripheral,"Sacrifice, SciMad",mixed,"Action,Adventure,Comedy"
Underworld,2003,Film,Chimera/TransGen,human,Yes,Private,NA,low,peripheral,"Monsters, Adoption/NonBioParent, Discrimination, Forensics, Genealogy, Posthumanism",positive,"Action,Fantasy,Thriller"
Underworld: Awakening,2012,Film,"Chimera/TransGen, Biobank, Conservation, Eugenics, GeneEngHu",human,Yes,Corporation,NA,low,peripheral,"Childhood, Discrimination, Exploitation, Monsters, Posthumanism, SciNazi",mixed,"Action,Fantasy,Horror"
Underworld: Evolution,2006,Film,Chimera/TransGen,human,Yes,Private,virus,low,peripheral,"Monsters, Genealogy, Posthumanism",mixed,"Action,Fantasy,Thriller"
Universal Soldier,1992,Film,"DataPrivacy, GeneEngHu, BioWar/Terror",human,Mixed,Government,NA,low,peripheral,"Autonomy, Exploitation, Mortality",mixed,"Action,Sci-Fi"
Us,2019,Film,Cloning,human,Yes,Government,NA,low,peripheral,"Discrimination, Individualism, Monsters, NatureVNurture",negative,"Horror,Mystery,Thriller"
Veronica Mars (Drinking the Kool-Aid),2004,TV Ep,"DataPrivacy, DNAtoID",NA,NA,Private,paternity test,mid,peripheral,"Genealogy, Adoption/NonBioParent, Forensics",mixed,"Crime,Drama,Mystery"
"Veronica Mars (Hi, Infidelity)",2006,TV Ep,"Forensics, DNAtoID",NA,NA,Private,NA,low,peripheral,"Forensics, SexGender",positive,"Crime,Drama,Mystery"
Veronica Mars (Hot Dogs),2005,TV Ep,"DataPrivacy, DNAtoID",NA,NA,Private,paternity test,mid,peripheral,"Genealogy, Adoption/NonBioParent, Forensics",mixed,"Crime,Drama,Mystery"
Veronica Mars (I Know What You'll Do Next Summer),2007,TV Ep,"DataPrivacy, DNAtoID, Biobank",NA,NA,Private,paternity test,mid,central,"Childhood, Genealogy, Forensics",positive,"Crime,Drama,Mystery"
Veronica Mars (Leave it to Beaver),2005,TV Ep,"DataPrivacy, DNAtoID",NA,NA,Private,paternity test,mid,peripheral,"Genealogy, Adoption/NonBioParent, SexGender, Forensics",positive,"Crime,Drama,Mystery"
"Very Idea, The",1929,Film,Eugenics,NA,NA,Private,NA,low,peripheral,"Adoption/NonBioParent, SexGender",positive,Comedy
Vesper,2022,Film,"WorldHunger, GMOs, GeneEngHu, GeneTherapy","plant, animal",No,"Government, Private",NA,low,central,"Vulnerability, Galatea, Childhood, Sacrifice, Exploitation",mixed,"Adventure,Drama,Sci-Fi"
Virus,1980,Film,"GMOs, Chimera/TransGen, BioWar/Terror",microbe,Yes,"Academic, Government",NA,low,peripheral,"SexGender, Interdependence, Vulnerability, Autonomy, Bioethics",negative,"Adventure,Drama,Horror"
War for the Planet of the Apes,2017,Film,Mutation,microbe,Yes,Accident,NA,low,central,"Adoption/NonBioParent, Bioethics, Disability, Discrmination, Exploitation, Posthumanism, Sacrifice",negative,"Action,Adventure,Drama"
War of the Grangantuas,1966,Film,"Cloning, Mutation",human,Mixed,Accident,NA,low,peripheral,"Adoption/NonBioParent, Childhood, SciDedicated, Monsters, Sacrifice",mixed,"Action,Horror,Sci-Fi"
Warriors of Future,2022,Film,"Conservation, GMOs, Monoculture, GeneTherapy",plant,No,Government,virus vector,low,peripheral,Interdependence,positive,"Action,Adventure,Sci-Fi"
"Werewolf, The",1956,Film,"Chimera/TransGen, GeneEngHu",human,Mixed,Medical,induced radiation,low,peripheral,"Bioethics, Medicine/neg, Autonomy, Sacrifice",negative,"Horror,Sci-Fi"
What Happened to Monday,2017,Film,Cloning,human,Mixed,NA,NA,low,peripheral,"Childhood, Sacrifice, Individualism, Interdependence, SexGender",mixed,"Action,Crime,Fantasy"
Where Are My Children,1916,Film,"Eugenics, GeneDisease",human,No,Medical,NA,mid,central,"SexGender, Genealogy, Race, Medicine/neg",mixed,Drama
"Wide World of Mystery, The (The Cloning of Clifford Swimmer)",1974,TV Movie,"Cloning, Eugenics",human,No,Academic,NA,low,peripheral,"Adoption/NonBioParent, Exploitation, Vulnerability, Individualism",positive,"Drama,Horror,Mystery"
William,2019,Film,"Evolution, Cloning, Essentialism",human,No,Academic,"SCNT, ancient DNA, IVF",high,central,"Adoption/NonBioParent, Bioethics, Childhood, Discrimination, Individualism, NatureVNurture, SciDedicated",mixed,"Adventure,Drama,Family"
"Wire, The (Clarifications)",2008,TV Ep,"DNAtoID, Forensics, Biobank",NA,NA,Government,NA,high,peripheral,"Forensics, Race",positive,"Crime,Drama,Thriller"
"Witcher: Nightmare of the Wolf, The",2021,Film,"Mutation, GMOs, GeneEngHu, BioWar/Terror","animal, human",Yes,Private,NA,low,peripheral,"Monsters, SciMad, Childhood, Adoption/NonBioParent, Bioethics, Discrimination, Prometheus",negative,"Action,Adventure,Animation"
"Wolverine, The",2013,Film,"Biobank, Chimera/TransGen, DataPrivacy, GeneEngHu, GeneTherapy, Mutation",human,Mixed,Private,NA,low,central,"Bioethics, Discrimination, Exploitation, Medicine/neg, Mortality, Posthumanism, SciCold, Vulnerability",mixed,"Action,Sci-Fi"
Womb,2010,Film,"Conservation, Cloning, Essentialism",human,No,Private,cloning from cells,low,central,"Adoption/NonBioParent, SexGender, Childhood, Discrimination, Individualism, Genealogy, Mortality",positive,"Drama,Romance,Sci-Fi"
Wonder Woman (Anschluss '77),1977,TV Ep,Cloning,human,Yes,Academic,cloning from cells,low,peripheral,SciNazi,negative,"Action,Adventure,Fantasy"
"X Files, The",1998,Film,"BioWar/Terror, Chimera/TransGen, GMOs, Mutation","animal, plant, microbe",Yes,Government,vaccine,mid,peripheral,"Monsters, Vulnerability",negative,"Drama,Mystery,Sci-Fi"
"X-Files, The (Aubrey)",1995,TV Ep,"Essentalism, GeneDisease",human,Yes,NA,genetic memory,low,central,"SexGender, Adoption/NonBioParent, Genealogy, NatureVNurture, Forensics",negative,"Crime,Drama,Mystery"
"X-Files, The (Biogenesis)",1999,TV Ep,Evolution,human,No,NA,NA,low,peripheral,Forensics,mixed,"Crime,Drama,Mystery"
"X-files, The (BrandX)",2000,TV Ep,"Chimera/TransGen, Conservation, GMOs","plant, animal",Yes,Corporation,transgenic research,low,central,"Bioethics, Medicine/pos",negative,"Crime,Drama,Mystery"
"X-Files, The (Christmas Carol)",1997,TV Ep,"DNAtoID, DataPrivacy",NA,NA,Government,"PCR, RFLP",high,central,"SexGender, Adoption/NonBioParent",positive,"Crime,Drama,Mystery"
"X-Files, The (Colony)",1995,TV Ep,Cloning,human,No,Government,NA,mid,central,"Forensics, Posthumanism, Adoption/NonBioParent",negative,"Crime,Drama,Mystery"
"X-Files, The (Emily)",1997,TV Ep,GeneEngHu,human,Mixed,Government,NA,low,peripheral,"SexGender, Adoption/NonBioParent, Exploitation",negative,"Crime,Drama,Mystery"
"X-Files, The (Endgame)",1995,TV Ep,"Cloning, Chimera/TransGen, Eugenics, GeneEngHu",human,Mixed,Government,retrovirus,low,peripheral,"Medicine/neg, Sacrifice",negative,"Crime,Drama,Mystery"
"X-Files, The (Essence)",2001,TV Ep,"GeneEngHu, Cloning, Chimera/TransGen, OrganHarvest",human,Yes,Medical,IVF,low,peripheral,"SexGender, Posthumanism, Medicine/neg",negative,"Crime,Drama,Mystery"
"X-Files, The (Eve)",1993,TV Ep,"Eugenics, GeneEngHu, Cloning, Essentialism",human,Yes,Government,IVF,mid,central,"NatureVNurture, Childhood, Adoption/NonBioParent, SciMad, Posthumanism, Individualism, Forensics",negative,"Crime,Drama,Mystery"
"X-Files, The (Founder's Mutation)",2016,TV Ep,"Chimera/TransGen, GeneEngHu, GeneDisease, DNAtoID, DataPrivacy, Evolution",human,No,Government,NA,mid,central,"Adoption/NonBioParent, Autonomy, Childhood, Exploitation, Forensics, SexGender, Medicine/neg, Posthumanism, SciCold, Vulnerability",negative,"Crime,Drama,Mystery"
"X-Files, The (Herrenvolk)",1996,TV Ep,"Chimera/TransGen, Cloning, GeneEngHu","human, animal",Mixed,Government,NA,mid,peripheral,"Childhood, Monsters, Posthumanism",negative,"Crime,Drama,Mystery"
"X-Files, The (Humbug)",1995,TV Ep,"GeneDisease, Eugenics",human,Mixed,NA,NA,mid,central,"Discrimination, Exploitation, Monsters",mixed,"Crime,Drama,Mystery"
"X-Files, The (Memento Mori)",1997,TV Ep,"GeneTherapy, Cloning, Chimera/TransGen, DataPrivacy",human,No,"Medical, Government",NA,mid,peripheral,"SexGender, Autonomy",mixed,"Crime,Drama,Mystery"
"X-Files, The (My Struggle II)",2016,TV Ep,"GeneScreen, Chimera/TransGen, BioWar/Terror, GeneEngHu, GeneTherapy",human,No,"Government, Medical","PCR, CRISPR",low,central,"Vulnerability, Mortality, Posthumanism",negative,"Crime,Drama,Mystery"
"X-Files, The (My Struggle)",2016,TV Ep,"GeneScreen, GeneEngHu, Chimera/TransGen",human,No,Government,DNA seq,low,peripheral,"Autonomy, SexGender, Vulnerability",negative,"Crime,Drama,Mystery"
"X-Files, The (Nothing Important Happened Today II)",2001,TV Ep,"GeneEngHu, Mutation, DataPrivacy",human,Mixed,Government,NA,low,peripheral,"SexGender, Posthumanism, Autonomy",negative,"Crime,Drama,Mystery"
"X-Files, The (Paper Clip)",1995,TV Ep,"Eugenics, DataPrivacy, GeneEngHu, Chimera/TransGen",human,Mixed,Government,NA,low,peripheral,"SciNazi, Posthumanism, Sacrifice",negative,"Crime,Drama,Mystery"
"X-Files, The (Per Manum)",2001,TV Ep,"OrganHarvest, GeneEngHu",human,No,Medical,IVF,low,peripheral,"SexGender, Exploitation, Medicine/neg",negative,"Crime,Drama,Mystery"
"X-Files, The (Pilot)",1993,TV Ep,Mutation,human,No,Government,NA,low,peripheral,"Monsters, Vulnerability",mixed,"Crime,Drama,Mystery"
"X-Files, The (Red Museum)",1994,TV Ep,GeneTherapy,"human, animal",No,Government,NA,low,peripheral,"Vulnerability, Religion",negative,"Crime,Drama,Mystery"
